GroupID,Hash,SizeBytes,FileCount,WastedBytes,FilePath
10,b64b5ac3a4deede4cdaae1a6dbe89291fec0be3ff58500891cfbf801a29af58a,5724,2,0,"a2a-server\packages\features\src\gray-room\core\request-processor\gray-room-utils.ts"
11,933f1968c33ecc7e8d9271580f018687cfe81ca8e604f83bbea45f0a7e55a065,5099,3,10198,"a2a-server\packages\actions\src\handlers\phpantom.ts"
11,933f1968c33ecc7e8d9271580f018687cfe81ca8e604f83bbea45f0a7e55a065,5099,3,0,"a2a-server\packages\features\src\actions\handlers\phpantom.ts"
11,933f1968c33ecc7e8d9271580f018687cfe81ca8e604f83bbea45f0a7e55a065,5099,3,0,"a2a-server\packages\features\src\actions\src\actions\handlers\phpantom.ts"
12,409b902339f36661155b7ef6ac80db895032a513e64809d452ac637013a02c10,4879,2,4879,"a2a-server\packages\server\src\tools-evolve-sandbox.ts"
12,409b902339f36661155b7ef6ac80db895032a513e64809d452ac637013a02c10,4879,2,0,"a2a-server\packages\server\src\api\tools-evolve-sandbox.ts"
13,e0c063475a6b99007b642e7360dad52a1a0533d14f962c55014c450aef6e63a9,3867,2,3867,"a2a-server\packages\gray-room\src\config.production.ts"
13,e0c063475a6b99007b642e7360dad52a1a0533d14f962c55014c450aef6e63a9,3867,2,0,"a2a-server\packages\features\src\gray-room\config.production.ts"
14,f42e24b6eb30f295ef26920ffd66424029a693b6f97f60372b58594ee50aef01,3744,2,3744,"a2a-server\packages\gray-room\src\core\request-processor\gray-room-interrupt-handlers\algorithm-invoke.ts"
14,f42e24b6eb30f295ef26920ffd66424029a693b6f97f60372b58594ee50aef01,3744,2,0,"a2a-server\packages\features\src\gray-room\core\request-processor\gray-room-interrupt-handlers\algorithm-invoke.ts"
15,2a26c1b15887becd56ee830496745fe6cfe94f5d1f4f983e7923a15abe0ba4d0,3719,2,3719,"a2a-server\packages\server\src\controllers\auth.controller.ts"
15,2a26c1b15887becd56ee830496745fe6cfe94f5d1f4f983e7923a15abe0ba4d0,3719,2,0,"a2a-server\packages\server\src\controllers\controllers\auth.controller.ts"
16,a50a0e3ec2460156d03987435a9d61272a48bef348e1185c51527b4f40424073,3480,2,3480,"a2a-server\packages\actions\src\handlers\file-operations\write-file.ts"
16,a50a0e3ec2460156d03987435a9d61272a48bef348e1185c51527b4f40424073,3480,2,0,"a2a-server\packages\features\src\actions\handlers\file-operations\write-file.ts"
17,e9c4c92eb871cb3b72077349ae7a9918d8910318234aee13f2baf02327f5fdb5,3180,2,3180,"a2a-server\packages\gray-room\src\core\request-processor\gray-room-interrupt-handlers\thinking.ts"
17,e9c4c92eb871cb3b72077349ae7a9918d8910318234aee13f2baf02327f5fdb5,3180,2,0,"a2a-server\packages\features\src\gray-room\core\request-processor\gray-room-interrupt-handlers\thinking.ts"
18,94fe13e6697cc425ec99626cbeb756ade83b5cb9303de3e128f2b989b69d0fcb,2913,2,2913,"a2a-server\packages\server-utils\src\artifact-validator.ts"
18,94fe13e6697cc425ec99626cbeb756ade83b5cb9303de3e128f2b989b69d0fcb,2913,2,0,"a2a-server\packages\server\src\artifact-validator.ts"
19,a7e5cf3c5dc05f446a03e6cd65271c68c40fde74503d02ac7a213961ce1f9501,2642,2,2642,"a2a-server\packages\gray-room\src\core\request-processor\gray-room-interrupt-handlers\compress-history.ts"
19,a7e5cf3c5dc05f446a03e6cd65271c68c40fde74503d02ac7a213961ce1f9501,2642,2,0,"a2a-server\packages\features\src\gray-room\core\request-processor\gray-room-interrupt-handlers\compress-history.ts"
20,376fb8bb30739b65096c21737acc95c5a6a863a53612af5c4c416e10e679ab5f,2406,2,2406,"a2a-server\packages\gray-room\src\components\context\context\AgentSwing.ts"
20,376fb8bb30739b65096c21737acc95c5a6a863a53612af5c4c416e10e679ab5f,2406,2,0,"a2a-server\packages\features\src\gray-room\components\context\context\AgentSwing.ts"
21,71dc10149e1b7cd658be34c411bf6bf666e2c9fd87369e062ab0164c9c91c3d8,2261,2,2261,"a2a-server\packages\actions\src\handlers\file-operations\read-file.ts"
21,71dc10149e1b7cd658be34c411bf6bf666e2c9fd87369e062ab0164c9c91c3d8,2261,2,0,"a2a-server\packages\features\src\actions\handlers\file-operations\read-file.ts"
22,a65a19de2e2edc4573bdc734c18310db69918755c9188b435fb0728b49e4f3e2,2141,2,2141,"a2a-server\packages\gray-room\src\components\context\context-discovery.service.ts"
22,a65a19de2e2edc4573bdc734c18310db69918755c9188b435fb0728b49e4f3e2,2141,2,0,"a2a-server\packages\features\src\gray-room\components\context\context-discovery.service.ts"
23,0c985e663869cd6de6d09924732321de9b208b915595cd00c728b3cd9ba2be91,2136,2,2136,"a2a-server\packages\gray-room\src\core\request-processor\gray-room-interrupt-handlers\auto-read-file.ts"
23,0c985e663869cd6de6d09924732321de9b208b915595cd00c728b3cd9ba2be91,2136,2,0,"a2a-server\packages\features\src\gray-room\core\request-processor\gray-room-interrupt-handlers\auto-read-file.ts"
24,128598eacd155c3bea76ccea6e46f2ac48a12891b8de18f5c5d1041cbfc6b57d,2104,2,2104,"a2a-server\packages\server\src\registry\health.ts"
24,128598eacd155c3bea76ccea6e46f2ac48a12891b8de18f5c5d1041cbfc6b57d,2104,2,0,"a2a-server\packages\server\src\api\registry\health.ts"
25,a276d894a7b0a35fdf8cafd6824e5b3876105e131fd48da78cede47d0290a403,2017,2,2017,"a2a-server\packages\gray-room\src\components\context\context\Ultracontext.ts"
25,a276d894a7b0a35fdf8cafd6824e5b3876105e131fd48da78cede47d0290a403,2017,2,0,"a2a-server\packages\features\src\gray-room\components\context\context\Ultracontext.ts"
26,884b9a6a76f67d856d95b2f954ba310ae9b518bbbbcf2d586047f6fb7ca48982,1955,2,1955,"a2a-server\packages\request\src\client-visible-context.ts"
26,884b9a6a76f67d856d95b2f954ba310ae9b518bbbbcf2d586047f6fb7ca48982,1955,2,0,"a2a-server\packages\server\src\request\client-visible-context.ts"
27,5a22bc1153751be828ba37a3ec4a27674c364d31ed4433bae617c24280fd63ab,1840,2,1840,"a2a-server\packages\server\src\registry\register.ts"
27,5a22bc1153751be828ba37a3ec4a27674c364d31ed4433bae617c24280fd63ab,1840,2,0,"a2a-server\packages\server\src\api\registry\register.ts"
28,75995833de53fb0d85df20125946ee828a0c1c37beed5edee34a35d16f80667b,1547,2,1547,"a2a-server\packages\gray-room\src\core\request-processor\gray-room-interrupt-handlers\auto-rag-page.ts"
28,75995833de53fb0d85df20125946ee828a0c1c37beed5edee34a35d16f80667b,1547,2,0,"a2a-server\packages\features\src\gray-room\core\request-processor\gray-room-interrupt-handlers\auto-rag-page.ts"
29,672fd52e61ee035a0fcc5daf5079a8b28ee6b7fd105755e9de763402a4cb9cfa,1404,2,1404,"a2a-server\packages\features\src\skills\SkillRegistry.ts"
29,672fd52e61ee035a0fcc5daf5079a8b28ee6b7fd105755e9de763402a4cb9cfa,1404,2,0,"a2a-server\packages\features\src\actions\src\skills\SkillRegistry.ts"
30,f576293bcd449c8f6ffea283a0666f1b0fc49e7e22d1f5d8f1abada5c6372737,1378,2,1378,"a2a-server\packages\gray-room\src\core\request-processor\gray-room-interrupt-handlers\base-handler.ts"
30,f576293bcd449c8f6ffea283a0666f1b0fc49e7e22d1f5d8f1abada5c6372737,1378,2,0,"a2a-server\packages\features\src\gray-room\core\request-processor\gray-room-interrupt-handlers\base-handler.ts"
31,be32106f7ace93a2af9aba326550721f251ed034494292522810bcd5b2bf58d7,1314,2,1314,"a2a-server\packages\gray-room\src\core\request-processor\gray-room-interrupt-handlers\clarify.ts"
31,be32106f7ace93a2af9aba326550721f251ed034494292522810bcd5b2bf58d7,1314,2,0,"a2a-server\packages\features\src\gray-room\core\request-processor\gray-room-interrupt-handlers\clarify.ts"
32,da7f43e09f8fb572e6d14a154336b6bba12bd441b38226e4b4522bd6a59cd3fe,1302,2,1302,"a2a-server\packages\server\src\registry\route.ts"
32,da7f43e09f8fb572e6d14a154336b6bba12bd441b38226e4b4522bd6a59cd3fe,1302,2,0,"a2a-server\packages\server\src\api\registry\route.ts"
33,1c292c7bace4422ed955094be88f69453c98f42b0a7734922f4bd697fca071bf,879,2,879,"a2a-server\packages\gray-room\src\components\memory\MuSE.ts"
33,1c292c7bace4422ed955094be88f69453c98f42b0a7734922f4bd697fca071bf,879,2,0,"a2a-server\packages\features\src\gray-room\components\memory\MuSE.ts"
34,ae3b1814f3a693e128046f42c61b1258a17a2ad8c00f4f775afec7983a2663da,409,2,409,"a2a-server\packages\gray-room\src\components\context\context\context-manager.metrics.ts"
34,ae3b1814f3a693e128046f42c61b1258a17a2ad8c00f4f775afec7983a2663da,409,2,0,"a2a-server\packages\features\src\gray-room\components\context\context\context-manager.metrics.ts"
35,5348f31ad3389574d7f2fda2bc4b21d005271361d0621565aa778d92ea0a0c3b,389,2,389,"a2a-client\packages\rag\src\meilisearch-client.ts"
35,5348f31ad3389574d7f2fda2bc4b21d005271361d0621565aa778d92ea0a0c3b,389,2,0,"a2a-client\packages\sdk\src\server\services\meilisearch-client.ts"
36,53757f3208e0a2135c6b3a80b8db0b7ccae9edf2423b10d191a21b7f814f4fca,213,2,213,"a2a-server\packages\features\src\skills\custom\dummy.skill.ts"
36,53757f3208e0a2135c6b3a80b8db0b7ccae9edf2423b10d191a21b7f814f4fca,213,2,0,"a2a-server\packages\features\src\actions\src\skills\custom\dummy.skill.ts"
37,f912490376de0e7538e57580902f1db9fceb15c12f2683879648796cdd9f2bf1,38,2,38,"a2a-server\packages\request\src\index.ts"
37,f912490376de0e7538e57580902f1db9fceb15c12f2683879648796cdd9f2bf1,38,2,0,"a2a-server\packages\server\src\request\index.ts"
